words,acc,f1,0_f1,1_f1,2_f1,3_f1,4_f1
"return,range,def,model",0.84,0.83866539,0.740740741,0.827586207,0.6875,1,0.9375
"using,return,def,model",0.84,0.83866539,0.740740741,0.827586207,0.6875,1,0.9375
"return,def,x,model",0.84,0.83866539,0.740740741,0.827586207,0.6875,1,0.9375
"return,range,def,print",0.853333333,0.852095582,0.785714286,0.827586207,0.709677419,1,0.9375
"return,def,print,x",0.866666667,0.865201149,0.827586207,0.827586207,0.733333333,1,0.9375
"keras,model,dropout,dense",0.826666667,0.825800412,0.692307692,0.827586207,0.705882353,1,0.903225806
"keras,sequential,dropout,dense",0.813333333,0.814818831,0.666666667,0.857142857,0.647058824,1,0.903225806
"model,sequential,dropout,dense",0.853333333,0.852531265,0.740740741,0.857142857,0.727272727,1,0.9375
"keras,error,model,dense",0.826666667,0.825800412,0.692307692,0.827586207,0.705882353,1,0.903225806
"keras,model,import,dense",0.826666667,0.825800412,0.692307692,0.827586207,0.705882353,1,0.903225806
"keras,import,sequential,dense",0.84,0.83856658,0.692307692,0.857142857,0.705882353,1,0.9375
"model,loss,import,dense",0.8,0.799384449,0.692307692,0.827586207,0.606060606,0.967741935,0.903225806
"model,import,numpy,dense",0.826666667,0.824812113,0.692307692,0.827586207,0.666666667,1,0.9375
"model,import,sequential,dense",0.826666667,0.824812113,0.692307692,0.827586207,0.666666667,1,0.9375
"input,dense,keras,model",0.84,0.83856658,0.692307692,0.857142857,0.705882353,1,0.9375
"input,dense,sequential,model",0.84,0.83866539,0.740740741,0.827586207,0.6875,1,0.9375
"input,dense,x,model",0.826666667,0.827643884,0.740740741,0.827586207,0.666666667,1,0.903225806
"keras,model,loss,dense",0.8,0.800272265,0.692307692,0.827586207,0.647058824,0.967741935,0.866666667
"keras,loss,sequential,dense",0.8,0.799384449,0.692307692,0.827586207,0.606060606,0.967741935,0.903225806
"keras,model,numpy,dense",0.826666667,0.825800412,0.692307692,0.827586207,0.705882353,1,0.903225806
"keras,model,output,dense",0.826666667,0.825800412,0.692307692,0.827586207,0.705882353,1,0.903225806
"keras,model,print,dense",0.826666667,0.825800412,0.692307692,0.827586207,0.705882353,1,0.903225806
"keras,model,sequential,dense",0.826666667,0.825800412,0.692307692,0.827586207,0.705882353,1,0.903225806
"keras,training,model,dense",0.826666667,0.825800412,0.692307692,0.827586207,0.705882353,1,0.903225806
"keras,model,trying,dense",0.826666667,0.825800412,0.692307692,0.827586207,0.705882353,1,0.903225806
"using,model,keras,dense",0.826666667,0.825800412,0.692307692,0.827586207,0.705882353,1,0.903225806
"keras,model,x,dense",0.813333333,0.81445497,0.692307692,0.827586207,0.685714286,1,0.866666667
"keras,training,sequential,dense",0.826666667,0.825595238,0.666666667,0.857142857,0.666666667,1,0.9375
"keras,sequential,x,dense",0.826666667,0.825595238,0.666666667,0.857142857,0.666666667,1,0.9375
"model,loss,sequential,dense",0.813333333,0.812858938,0.740740741,0.827586207,0.625,0.967741935,0.903225806
"model,sequential,output,dense",0.84,0.83866539,0.740740741,0.827586207,0.6875,1,0.9375
"model,sequential,print,dense",0.853333333,0.852531265,0.740740741,0.857142857,0.727272727,1,0.9375
"training,model,sequential,dense",0.853333333,0.852531265,0.740740741,0.857142857,0.727272727,1,0.9375
"model,sequential,trying,dense",0.853333333,0.852531265,0.740740741,0.857142857,0.727272727,1,0.9375
"using,model,sequential,dense",0.853333333,0.852531265,0.740740741,0.857142857,0.727272727,1,0.9375
"model,sequential,x,dense",0.84,0.841398351,0.740740741,0.857142857,0.705882353,1,0.903225806
"keras,sequential,dropout,model",0.826666667,0.825800412,0.692307692,0.827586207,0.705882353,1,0.903225806
"epoch,loss,training,model",0.813333333,0.812858938,0.740740741,0.827586207,0.625,0.967741935,0.903225806
"error,file,line,last",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"error,file,last,recent",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"traceback,file,last,error",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"error,file,line,recent",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"traceback,file,line,error",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"error,file,traceback,recent",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"error,model,return,input",0.84,0.83866539,0.740740741,0.827586207,0.6875,1,0.9375
"error,model,x,input",0.826666667,0.827643884,0.740740741,0.827586207,0.666666667,1,0.903225806
"error,return,x,input",0.866666667,0.865201149,0.827586207,0.827586207,0.733333333,1,0.9375
"error,last,line,recent",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"error,traceback,line,last",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"error,last,recent,model",0.853333333,0.852531265,0.740740741,0.857142857,0.727272727,1,0.9375
"traceback,last,model,error",0.853333333,0.852531265,0.740740741,0.857142857,0.727272727,1,0.9375
"error,last,recent,module",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"traceback,last,module,error",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"error,last,return,recent",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"error,traceback,last,recent",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"traceback,last,return,error",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"error,traceback,line,recent",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"error,traceback,recent,model",0.853333333,0.852531265,0.740740741,0.857142857,0.727272727,1,0.9375
"error,return,x,model",0.826666667,0.827643884,0.740740741,0.827586207,0.666666667,1,0.903225806
"error,traceback,recent,module",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"traceback,return,module,error",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"error,traceback,return,recent",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"last,file,line,recent",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"traceback,file,line,last",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"module,file,last,recent",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"traceback,file,last,module",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"traceback,file,last,recent",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"traceback,file,line,recent",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"module,file,traceback,recent",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"keras,import,numpy,model",0.826666667,0.825800412,0.692307692,0.827586207,0.705882353,1,0.903225806
"keras,import,sequential,model",0.826666667,0.825800412,0.692307692,0.827586207,0.705882353,1,0.903225806
"loss,import,numpy,model",0.8,0.799384449,0.692307692,0.827586207,0.606060606,0.967741935,0.903225806
"np,loss,import,numpy",0.8,0.799384449,0.692307692,0.827586207,0.606060606,0.967741935,0.903225806
"np,import,numpy,model",0.826666667,0.824812113,0.692307692,0.827586207,0.666666667,1,0.9375
"import,numpy,print,model",0.826666667,0.824812113,0.692307692,0.827586207,0.666666667,1,0.9375
"np,import,numpy,print",0.826666667,0.824812113,0.692307692,0.827586207,0.666666667,1,0.9375
"np,import,numpy,tensorflow",0.813333333,0.814035706,0.692307692,0.827586207,0.647058824,1,0.903225806
"np,import,numpy,x",0.826666667,0.824812113,0.692307692,0.827586207,0.666666667,1,0.9375
"keras,model,x,input",0.826666667,0.827678128,0.692307692,0.857142857,0.685714286,1,0.903225806
"return,model,x,input",0.826666667,0.827643884,0.740740741,0.827586207,0.666666667,1,0.903225806
"keras,loss,sequential,model",0.8,0.800272265,0.692307692,0.827586207,0.647058824,0.967741935,0.866666667
"keras,training,sequential,model",0.826666667,0.825800412,0.692307692,0.827586207,0.705882353,1,0.903225806
"keras,sequential,x,model",0.813333333,0.81445497,0.692307692,0.827586207,0.685714286,1,0.866666667
"traceback,last,line,recent",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"module,last,recent,model",0.853333333,0.852531265,0.740740741,0.857142857,0.727272727,1,0.9375
"traceback,last,module,model",0.853333333,0.852531265,0.740740741,0.857142857,0.727272727,1,0.9375
"traceback,last,recent,model",0.853333333,0.852531265,0.740740741,0.857142857,0.727272727,1,0.9375
"module,last,return,recent",0.866666667,0.865595238,0.8,0.857142857,0.733333333,1,0.9375
"module,traceback,last,recent",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"traceback,last,return,module",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"traceback,last,recent,print",0.866666667,0.865595238,0.8,0.857142857,0.733333333,1,0.9375
"return,traceback,last,recent",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"traceback,last,recent,x",0.866666667,0.865595238,0.8,0.857142857,0.733333333,1,0.9375
"module,traceback,recent,model",0.853333333,0.852531265,0.740740741,0.857142857,0.727272727,1,0.9375
"module,traceback,return,recent",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"keras,model,accuracy,dense,sequential",0.826666667,0.825800412,0.692307692,0.827586207,0.705882353,1,0.903225806
"keras,activation,model,dense,sequential",0.813333333,0.809821632,0.64,0.8,0.705882353,1,0.903225806
"code,last,recent,call,error",0.84,0.841297871,0.75862069,0.857142857,0.6875,1,0.903225806
"traceback,code,last,call,error",0.84,0.841297871,0.75862069,0.857142857,0.6875,1,0.903225806
"traceback,code,recent,call,error",0.84,0.841297871,0.75862069,0.857142857,0.6875,1,0.903225806
"module,code,last,recent,call",0.853333333,0.852588193,0.75862069,0.857142857,0.709677419,1,0.9375
"module,traceback,code,last,call",0.84,0.841297871,0.75862069,0.857142857,0.6875,1,0.903225806
"traceback,code,last,recent,call",0.84,0.841297871,0.75862069,0.857142857,0.6875,1,0.903225806
"module,traceback,code,recent,call",0.84,0.841297871,0.75862069,0.857142857,0.6875,1,0.903225806
"file,last,line,call,error",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"file,last,recent,call,error",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"traceback,file,last,call,error",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"file,line,recent,call,error",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"traceback,file,line,call,error",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"traceback,file,recent,call,error",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"last,line,recent,call,error",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"traceback,last,line,call,error",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"model,last,recent,call,error",0.853333333,0.852531265,0.740740741,0.857142857,0.727272727,1,0.9375
"traceback,model,last,call,error",0.853333333,0.852531265,0.740740741,0.857142857,0.727272727,1,0.9375
"module,last,recent,call,error",0.866666667,0.865595238,0.8,0.857142857,0.733333333,1,0.9375
"module,traceback,last,call,error",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"return,last,recent,call,error",0.866666667,0.865595238,0.8,0.857142857,0.733333333,1,0.9375
"traceback,last,recent,call,error",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"return,traceback,last,call,error",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"traceback,line,recent,call,error",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"traceback,model,recent,call,error",0.853333333,0.852531265,0.740740741,0.857142857,0.727272727,1,0.9375
"module,traceback,recent,call,error",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"return,traceback,recent,call,error",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"file,last,line,recent,call",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"traceback,file,last,line,call",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"module,file,last,recent,call",0.866666667,0.865595238,0.8,0.857142857,0.733333333,1,0.9375
"module,traceback,file,last,call",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"traceback,file,last,recent,call",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"traceback,file,line,recent,call",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"module,traceback,file,recent,call",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"traceback,last,line,recent,call",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"module,model,last,recent,call",0.853333333,0.852531265,0.740740741,0.857142857,0.727272727,1,0.9375
"module,traceback,model,last,call",0.853333333,0.852531265,0.740740741,0.857142857,0.727272727,1,0.9375
"traceback,model,last,recent,call",0.853333333,0.852531265,0.740740741,0.857142857,0.727272727,1,0.9375
"return,module,last,recent,call",0.866666667,0.865595238,0.8,0.857142857,0.733333333,1,0.9375
"module,traceback,last,recent,call",0.866666667,0.865595238,0.8,0.857142857,0.733333333,1,0.9375
"return,traceback,module,last,call",0.866666667,0.865595238,0.8,0.857142857,0.733333333,1,0.9375
"traceback,print,last,recent,call",0.866666667,0.865595238,0.8,0.857142857,0.733333333,1,0.9375
"return,traceback,last,recent,call",0.866666667,0.865595238,0.8,0.857142857,0.733333333,1,0.9375
"traceback,x,last,recent,call",0.866666667,0.865595238,0.8,0.857142857,0.733333333,1,0.9375
"module,traceback,model,recent,call",0.853333333,0.852531265,0.740740741,0.857142857,0.727272727,1,0.9375
"return,traceback,module,recent,call",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"keras,code,model,dense,sequential",0.826666667,0.825800412,0.692307692,0.827586207,0.705882353,1,0.903225806
"traceback,code,last,recent,error",0.84,0.841297871,0.75862069,0.857142857,0.6875,1,0.903225806
"code,numpy,model,np,import",0.826666667,0.824812113,0.692307692,0.827586207,0.666666667,1,0.9375
"module,traceback,code,last,recent",0.84,0.841297871,0.75862069,0.857142857,0.6875,1,0.903225806
"keras,dropout,model,dense,sequential",0.826666667,0.825800412,0.692307692,0.827586207,0.705882353,1,0.903225806
"keras,model,dense,import,sequential",0.826666667,0.825800412,0.692307692,0.827586207,0.705882353,1,0.903225806
"keras,loss,model,dense,sequential",0.8,0.800272265,0.692307692,0.827586207,0.647058824,0.967741935,0.866666667
"keras,model,dense,training,sequential",0.826666667,0.825800412,0.692307692,0.827586207,0.705882353,1,0.903225806
"keras,x,model,dense,sequential",0.813333333,0.81445497,0.692307692,0.827586207,0.685714286,1,0.866666667
"file,last,line,recent,error",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"traceback,file,last,line,error",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"traceback,file,last,recent,error",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"traceback,file,line,recent,error",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"traceback,last,line,recent,error",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"traceback,model,last,recent,error",0.853333333,0.852531265,0.740740741,0.857142857,0.727272727,1,0.9375
"module,traceback,last,recent,error",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"return,traceback,last,recent,error",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"traceback,file,last,line,recent",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"module,traceback,file,last,recent",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"module,traceback,model,last,recent",0.853333333,0.852531265,0.740740741,0.857142857,0.727272727,1,0.9375
"return,traceback,module,last,recent",0.866666667,0.865595238,0.8,0.857142857,0.733333333,1,0.9375
"traceback,code,last,recent,call,error",0.84,0.841297871,0.75862069,0.857142857,0.6875,1,0.903225806
"module,traceback,code,last,recent,call",0.853333333,0.852588193,0.75862069,0.857142857,0.709677419,1,0.9375
"file,last,line,recent,call,error",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"traceback,file,last,line,call,error",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"traceback,file,last,recent,call,error",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"traceback,file,line,recent,call,error",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"traceback,last,line,recent,call,error",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"traceback,model,last,recent,call,error",0.853333333,0.852531265,0.740740741,0.857142857,0.727272727,1,0.9375
"module,traceback,last,recent,call,error",0.866666667,0.865595238,0.8,0.857142857,0.733333333,1,0.9375
"return,traceback,last,recent,call,error",0.866666667,0.865595238,0.8,0.857142857,0.733333333,1,0.9375
"traceback,file,last,line,recent,call",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"module,traceback,file,last,recent,call",0.866666667,0.865595238,0.8,0.857142857,0.733333333,1,0.9375
"module,traceback,model,last,recent,call",0.853333333,0.852531265,0.740740741,0.857142857,0.727272727,1,0.9375
"return,traceback,module,last,recent,call",0.866666667,0.865595238,0.8,0.857142857,0.733333333,1,0.9375
"traceback,file,last,line,recent,error",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
"traceback,file,last,line,recent,call,error",0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
