words,acc,f1,0_f1,1_f1,2_f1,3_f1,4_f1
hence,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
nvcc,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
prepare,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
unable,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
confusion,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
iteration,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
masks,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
cifar,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
previous,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
within,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
randomly,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
functional,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
xrange,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
del,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
beginner,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
ecc,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
entropy,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
iris,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
rates,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
requires,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
says,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
average,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
emb,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
common,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
dependent,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
cause,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
recently,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
crossentropy,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
graphics,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
somehow,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
implementing,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
appropriate,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
later,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
according,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
achieve,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
form,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
taking,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
decreasing,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
compiled,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
day,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
key,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
threads,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
via,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
pil,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
series,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
objective,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
validate,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
ubuntu,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
compatible,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
framework,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
timesteps,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
scope,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
suddenly,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
frame,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
iterations,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
elif,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
matplotlib,0.84,0.841297871,0.75862069,0.857142857,0.6875,1,0.903225806
official,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
starts,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
xtrain,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
ytrain,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
say,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
logs,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
access,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
big,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
config,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
console,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
dimensional,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
improving,0.84,0.841297871,0.75862069,0.857142857,0.6875,1,0.903225806
mae,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
installation,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
lower,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
inverse,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
answers,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
transforms,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
quickly,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
vales,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
initializer,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
sec,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
suggested,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
decided,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
pixel,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
highly,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
physical,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
converges,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
speed,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
species,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
bidirectional,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
consists,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
volatile,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
landmarks,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
floating,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
implemented,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
produces,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
advice,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
pretty,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
grad,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
times,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
math,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
ram,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
great,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
tuple,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
questions,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
suggestions,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
importing,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
integer,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
belonging,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
ngf,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
allocated,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
written,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
look,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
recurrent,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
generated,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
ppo,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
initialize,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
window,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
modified,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
various,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
inputbatch,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
expecting,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
broadcast,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
stackoverflow,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
reshaping,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
eagertensor,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
strange,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
vm,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
predicting,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
application,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
posts,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
coded,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
fan,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
combined,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
agent,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
particular,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
learned,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
entry,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
show,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
upgrade,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
happen,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
bool,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
separate,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
yield,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
picture,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
stored,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
kfold,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
rmse,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
respectively,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
recommend,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
sense,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
finally,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
perf,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
pwr,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
uncorr,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
finished,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
applied,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
eval,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
xor,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
dummy,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
tools,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
fusion,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
minmaxscaler,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
min,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
nlp,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
specifically,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
momentum,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
string,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
stage,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
drivers,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
probably,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
asking,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
coming,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
inplace,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
pc,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
modules,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
pickle,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
anybody,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
becomes,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
tutorials,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
info,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
valid,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
causing,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
placed,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
compiler,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
seaborn,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
assigned,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
frequency,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
toy,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
deepcopy,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
guide,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
standard,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
amd,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
reference,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
optimized,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
whole,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
bytes,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
const,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
six,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
connection,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
sentences,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
replicate,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
testdata,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
knows,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
difference,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
assume,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
conv,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
seqlen,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
rescale,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
computed,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
yields,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
pylint,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
successful,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
inputlayer,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
bit,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
otherwise,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
receive,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
corresponding,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
overfit,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
onehotencoder,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
reducing,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
decreases,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
square,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
looked,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
specification,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
calculation,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
memo,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
hyperparameters,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
ids,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
dets,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
stdin,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
pixels,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
augment,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
throw,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
pairs,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
fetch,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
configure,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
ignore,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
encode,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
parts,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
recognize,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
faster,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
top,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
suggest,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
dataframe,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
pcibusid,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
properties,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
glob,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
little,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
paper,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
xy,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
closed,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
linux,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
never,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
lead,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
processing,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
digit,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
indexmin,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
apparently,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
days,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
success,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
capability,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
fail,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
partial,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
couple,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
come,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
auc,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
attached,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
divided,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
leaf,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
gib,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
registered,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
toolkit,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
status,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
multigpu,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
trainx,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
trainy,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
modify,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
isinstance,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
stopping,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
layernorm,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
flag,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
triggered,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
grep,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
minor,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
repeatvector,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
base,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
kerasclassifier,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
clear,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
ip,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
ndarray,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
free,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
move,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
details,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
search,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
cols,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
across,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
multiply,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
rest,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
applying,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
accurate,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
linked,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
comments,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
efn,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
sine,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
snippet,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
scatter,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
active,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
ndim,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
stops,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
minimal,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
pid,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
background,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
http,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
kept,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
larger,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
saying,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
non,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
computations,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
requirement,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
facing,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
explicitly,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
computing,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
satisfied,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
ssh,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
searching,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
major,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
weird,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
initialized,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
polynomial,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
determinant,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
context,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
writing,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
ideas,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
debug,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
decode,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
labeled,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
avoid,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
pictures,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
including,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
optimiser,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
predicts,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
dictionary,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
ytarget,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
kind,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
codes,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
distributions,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
tff,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
although,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
cells,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
contain,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
red,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
lab,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
reloading,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
host,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
stopiteration,0.853333333,0.854009217,0.8,0.857142857,0.709677419,1,0.903225806
