LR_acc_0,LR_f1_0,LR_auc_0,LR_acc_1,LR_f1_1,LR_auc_1,LR_acc_2,LR_f1_2,LR_auc_2,LR_acc_3,LR_f1_3,LR_auc_3,LR_acc_4,LR_f1_4,LR_auc_4,LR_acc_all,LR_f1_all,LR_auc_all,DT_acc_0,DT_f1_0,DT_auc_0,DT_acc_1,DT_f1_1,DT_auc_1,DT_acc_2,DT_f1_2,DT_auc_2,DT_acc_3,DT_f1_3,DT_auc_3,DT_acc_4,DT_f1_4,DT_auc_4,DT_acc_all,DT_f1_all,DT_auc_all,RF_acc_0,RF_f1_0,RF_auc_0,RF_acc_1,RF_f1_1,RF_auc_1,RF_acc_2,RF_f1_2,RF_auc_2,RF_acc_3,RF_f1_3,RF_auc_3,RF_acc_4,RF_f1_4,RF_auc_4,RF_acc_all,RF_f1_all,RF_auc_all,SVM_acc_0,SVM_f1_0,SVM_auc_0,SVM_acc_1,SVM_f1_1,SVM_auc_1,SVM_acc_2,SVM_f1_2,SVM_auc_2,SVM_acc_3,SVM_f1_3,SVM_auc_3,SVM_acc_4,SVM_f1_4,SVM_auc_4,SVM_acc_all,SVM_f1_all,SVM_auc_all,KNN_acc_0,KNN_f1_0,KNN_auc_0,KNN_acc_1,KNN_f1_1,KNN_auc_1,KNN_acc_2,KNN_f1_2,KNN_auc_2,KNN_acc_3,KNN_f1_3,KNN_auc_3,KNN_acc_4,KNN_f1_4,KNN_auc_4,KNN_acc_all,KNN_f1_all,KNN_auc_all
0.9466666666666667,0.6896551724137931,0.88,0.9588888888888889,0.8,0.92,0.8455555555555556,0.5185185185185185,0.8266666666666667,0.9888888888888889,0.9285714285714286,0.9733333333333334,0.9244444444444444,0.7777777777777778,0.8933333333333333,0.7466666666666667,0.7429045794563036,0.9328888888888889,0.6083333333333333,0.37037037037037035,0.7733333333333333,0.725,0.5714285714285714,0.84,0.7166666666666668,0.5294117647058824,0.7866666666666666,0.8833333333333333,0.8275862068965517,0.9333333333333333,0.65,0.4375,0.76,0.5466666666666666,0.5472593826802752,0.7166666666666666,0.9444444444444444,0.6428571428571429,0.8666666666666667,0.935,0.7428571428571429,0.88,0.8555555555555556,0.5185185185185185,0.8266666666666667,0.995,0.896551724137931,0.96,0.9405555555555556,0.6451612903225806,0.8533333333333334,0.6933333333333334,0.6891891637386631,0.9341111111111111,0.94,0.7333333333333333,0.8933333333333333,0.9544444444444445,0.8,0.92,0.85,0.5185185185185185,0.8266666666666667,0.99,0.9285714285714286,0.9733333333333334,0.9488888888888889,0.8,0.9066666666666666,0.76,0.756084656084656,0.9366666666666668,0.8755555555555555,0.5714285714285714,0.8,0.9038888888888889,0.6470588235294118,0.84,0.7155555555555555,0.46153846153846156,0.8133333333333334,0.9761111111111112,0.8888888888888888,0.96,0.7983333333333333,0.5714285714285714,0.84,0.6266666666666667,0.6280686633627811,0.8538888888888888
0.9466666666666667,0.6896551724137931,0.88,0.9588888888888889,0.8,0.92,0.8455555555555556,0.5185185185185185,0.8266666666666667,0.9888888888888889,0.9285714285714286,0.9733333333333334,0.9244444444444444,0.7777777777777778,0.8933333333333333,0.7466666666666667,0.7429045794563036,0.9328888888888889,0.5833333333333333,0.32,0.7733333333333333,0.7583333333333334,0.6206896551724138,0.8533333333333334,0.6749999999999999,0.47058823529411764,0.76,0.8666666666666667,0.7741935483870968,0.9066666666666666,0.6166666666666667,0.3870967741935484,0.7466666666666667,0.52,0.5145136426094352,0.7,0.9522222222222222,0.7333333333333333,0.8933333333333333,0.9594444444444444,0.7333333333333333,0.8933333333333333,0.888888888888889,0.5833333333333334,0.8666666666666667,0.9977777777777778,0.8666666666666667,0.9466666666666667,0.97,0.7777777777777778,0.8933333333333333,0.7466666666666667,0.7388888888888888,0.9536666666666667,0.9422222222222223,0.7333333333333333,0.8933333333333333,0.9544444444444445,0.8,0.92,0.8544444444444443,0.5185185185185185,0.8266666666666667,0.9911111111111112,0.9285714285714286,0.9733333333333334,0.9477777777777777,0.8,0.9066666666666666,0.76,0.756084656084656,0.9380000000000001,0.8755555555555555,0.5714285714285714,0.8,0.9038888888888889,0.6470588235294118,0.84,0.7155555555555555,0.46153846153846156,0.8133333333333334,0.9761111111111112,0.8888888888888888,0.96,0.7983333333333333,0.5714285714285714,0.84,0.6266666666666667,0.6280686633627811,0.8538888888888888
0.9466666666666667,0.6896551724137931,0.88,0.9588888888888889,0.8,0.92,0.8455555555555556,0.5185185185185185,0.8266666666666667,0.9888888888888889,0.9285714285714286,0.9733333333333334,0.9244444444444444,0.7777777777777778,0.8933333333333333,0.7466666666666667,0.7429045794563036,0.9328888888888889,0.5833333333333334,0.3333333333333333,0.7333333333333333,0.7166666666666666,0.5517241379310345,0.8266666666666667,0.5833333333333334,0.3333333333333333,0.7333333333333333,0.8666666666666667,0.7741935483870968,0.9066666666666666,0.625,0.4,0.76,0.48,0.4785168705969595,0.675,0.9516666666666667,0.8,0.92,0.9555555555555555,0.75,0.8933333333333333,0.8950000000000001,0.6666666666666666,0.88,0.9905555555555556,0.896551724137931,0.96,0.9566666666666666,0.75,0.8933333333333333,0.7733333333333333,0.7726436781609196,0.9498888888888889,0.9422222222222223,0.7333333333333333,0.8933333333333333,0.9544444444444445,0.8,0.92,0.8544444444444443,0.5185185185185185,0.8266666666666667,0.99,0.9285714285714286,0.9733333333333334,0.9477777777777777,0.8,0.9066666666666666,0.76,0.756084656084656,0.9377777777777778,0.8755555555555555,0.5714285714285714,0.8,0.9038888888888889,0.6470588235294118,0.84,0.7155555555555555,0.46153846153846156,0.8133333333333334,0.9761111111111112,0.8888888888888888,0.96,0.7983333333333333,0.5714285714285714,0.84,0.6266666666666667,0.6280686633627811,0.8538888888888888
0.9344444444444444,0.6896551724137931,0.88,0.981111111111111,0.8571428571428571,0.9333333333333333,0.8088888888888889,0.5384615384615384,0.84,1.0,0.8888888888888888,0.96,0.9844444444444445,0.8484848484848485,0.9333333333333333,0.7733333333333333,0.7645266610783852,0.9417777777777777,0.7749999999999999,0.625,0.84,0.8583333333333333,0.75,0.8933333333333333,0.6666666666666666,0.48,0.8266666666666667,0.9333333333333333,0.9285714285714286,0.9733333333333334,0.8083333333333333,0.6666666666666666,0.8533333333333334,0.6933333333333334,0.690047619047619,0.8083333333333333,0.9194444444444445,0.5806451612903226,0.8266666666666667,0.97,0.8,0.9066666666666666,0.7988888888888889,0.2608695652173913,0.7733333333333333,0.9994444444444445,0.9285714285714286,0.9733333333333334,0.9888888888888888,0.8484848484848485,0.9333333333333333,0.7066666666666667,0.6837142007127983,0.9353333333333333,0.9311111111111111,0.625,0.84,0.9822222222222222,0.7878787878787878,0.9066666666666666,0.8188888888888888,0.38461538461538464,0.7866666666666666,0.9988888888888888,0.8888888888888888,0.96,0.9866666666666666,0.875,0.9466666666666667,0.72,0.7122766122766123,0.9435555555555555,0.8744444444444445,0.4666666666666667,0.7866666666666666,0.9105555555555556,0.6046511627906976,0.7733333333333333,0.7483333333333334,0.21428571428571427,0.7066666666666667,0.9438888888888889,0.7692307692307693,0.92,0.8433333333333333,0.43478260869565216,0.8266666666666667,0.5066666666666667,0.49792338433390004,0.8641111111111112
0.9344444444444444,0.6896551724137931,0.88,0.981111111111111,0.8571428571428571,0.9333333333333333,0.8088888888888889,0.5384615384615384,0.84,1.0,0.8888888888888888,0.96,0.9844444444444445,0.8484848484848485,0.9333333333333333,0.7733333333333333,0.7645266610783852,0.9417777777777777,0.7999999999999999,0.6896551724137931,0.88,0.7999999999999999,0.6896551724137931,0.88,0.7666666666666667,0.6428571428571429,0.8666666666666667,0.9333333333333333,0.9285714285714286,0.9733333333333334,0.8666666666666667,0.7222222222222222,0.8666666666666667,0.7333333333333333,0.734592227695676,0.8333333333333333,0.9166666666666666,0.6857142857142857,0.8533333333333334,0.9566666666666667,0.7777777777777778,0.8933333333333333,0.8211111111111111,0.3,0.8133333333333334,1.0,0.9285714285714286,0.9733333333333334,0.985,0.7741935483870968,0.9066666666666666,0.72,0.6932514080901179,0.935888888888889,0.9322222222222222,0.625,0.84,0.9833333333333333,0.7878787878787878,0.9066666666666666,0.8200000000000001,0.38461538461538464,0.7866666666666666,0.9988888888888888,0.8888888888888888,0.96,0.9855555555555555,0.875,0.9466666666666667,0.72,0.7122766122766123,0.944,0.8744444444444445,0.4666666666666667,0.7866666666666666,0.9105555555555556,0.6046511627906976,0.7733333333333333,0.7483333333333334,0.21428571428571427,0.7066666666666667,0.9438888888888889,0.7692307692307693,0.92,0.8433333333333333,0.43478260869565216,0.8266666666666667,0.5066666666666667,0.49792338433390004,0.8641111111111112
0.9344444444444444,0.6896551724137931,0.88,0.981111111111111,0.8571428571428571,0.9333333333333333,0.8088888888888889,0.5384615384615384,0.84,1.0,0.8888888888888888,0.96,0.9844444444444445,0.8484848484848485,0.9333333333333333,0.7733333333333333,0.7645266610783852,0.9417777777777777,0.7666666666666666,0.6060606060606061,0.8266666666666667,0.7999999999999999,0.6896551724137931,0.88,0.6749999999999999,0.5,0.84,0.9333333333333333,0.9285714285714286,0.9733333333333334,0.8666666666666667,0.7222222222222222,0.8666666666666667,0.6933333333333334,0.6893018858536101,0.8083333333333332,0.9238888888888889,0.6666666666666666,0.84,0.9738888888888889,0.8823529411764706,0.9466666666666667,0.8444444444444444,0.21052631578947367,0.8,0.9955555555555555,0.9285714285714286,0.9733333333333334,0.9844444444444445,0.8484848484848485,0.9333333333333333,0.7466666666666667,0.7073204401377776,0.9444444444444444,0.93,0.625,0.84,0.9822222222222222,0.7878787878787878,0.9066666666666666,0.82,0.38461538461538464,0.7866666666666666,0.9988888888888888,0.8888888888888888,0.96,0.9844444444444445,0.875,0.9466666666666667,0.72,0.7122766122766123,0.9431111111111111,0.8744444444444445,0.4666666666666667,0.7866666666666666,0.9105555555555556,0.6046511627906976,0.7733333333333333,0.7483333333333334,0.21428571428571427,0.7066666666666667,0.9438888888888889,0.7692307692307693,0.92,0.8433333333333333,0.43478260869565216,0.8266666666666667,0.5066666666666667,0.49792338433390004,0.8641111111111112
0.9222222222222223,0.5714285714285714,0.84,0.9666666666666667,0.8484848484848485,0.9333333333333333,0.8944444444444445,0.6,0.84,1.0,0.9655172413793104,0.9866666666666667,0.9422222222222222,0.8,0.92,0.76,0.7570861322585462,0.945111111111111,0.6583333333333333,0.46153846153846156,0.8133333333333334,0.7166666666666666,0.5517241379310345,0.8266666666666667,0.6333333333333333,0.41379310344827586,0.7733333333333333,0.9916666666666666,0.967741935483871,0.9866666666666667,0.6666666666666666,0.45714285714285713,0.7466666666666667,0.5733333333333334,0.5703880991089,0.7333333333333333,0.9472222222222222,0.75,0.8933333333333333,0.9666666666666667,0.8125,0.92,0.9488888888888888,0.5925925925925926,0.8533333333333334,0.9966666666666667,0.9655172413793104,0.9866666666666667,0.9533333333333334,0.8,0.92,0.7866666666666666,0.7841219667943806,0.9625555555555556,0.92,0.5517241379310345,0.8266666666666667,0.96,0.75,0.8933333333333333,0.9033333333333333,0.5161290322580645,0.8,0.9988888888888888,0.9285714285714286,0.9733333333333334,0.95,0.8,0.92,0.7066666666666667,0.7092849197521055,0.9464444444444444,0.8772222222222222,0.5625,0.8133333333333334,0.9027777777777778,0.65,0.8133333333333334,0.7733333333333334,0.4444444444444444,0.8,0.9550000000000001,0.8888888888888888,0.96,0.8705555555555555,0.5833333333333334,0.8666666666666667,0.6266666666666667,0.6258333333333334,0.8757777777777779
0.9222222222222223,0.5714285714285714,0.84,0.9666666666666667,0.8484848484848485,0.9333333333333333,0.8944444444444445,0.6,0.84,1.0,0.9655172413793104,0.9866666666666667,0.9422222222222222,0.8,0.92,0.76,0.7570861322585462,0.945111111111111,0.675,0.4827586206896552,0.8,0.7166666666666666,0.5517241379310345,0.8266666666666667,0.6,0.35714285714285715,0.76,0.9833333333333334,0.9375,0.9733333333333334,0.6916666666666667,0.5,0.7866666666666666,0.5733333333333334,0.5658251231527094,0.7333333333333334,0.9244444444444445,0.75,0.8933333333333333,0.9827777777777778,0.8125,0.92,0.9466666666666667,0.6923076923076923,0.8933333333333333,0.9988888888888888,0.9655172413793104,0.9866666666666667,0.9666666666666668,0.8387096774193549,0.9333333333333333,0.8133333333333334,0.8118069222212716,0.9638888888888889,0.9200000000000002,0.5517241379310345,0.8266666666666667,0.9588888888888889,0.75,0.8933333333333333,0.9055555555555554,0.5161290322580645,0.8,0.9988888888888888,0.9285714285714286,0.9733333333333334,0.9511111111111111,0.8,0.92,0.7066666666666667,0.7092849197521055,0.9468888888888889,0.8772222222222222,0.5625,0.8133333333333334,0.9027777777777778,0.65,0.8133333333333334,0.7733333333333334,0.4444444444444444,0.8,0.9550000000000001,0.8888888888888888,0.96,0.8705555555555555,0.5833333333333334,0.8666666666666667,0.6266666666666667,0.6258333333333334,0.8757777777777779
0.9222222222222223,0.5714285714285714,0.84,0.9666666666666667,0.8484848484848485,0.9333333333333333,0.8944444444444445,0.6,0.84,1.0,0.9655172413793104,0.9866666666666667,0.9422222222222222,0.8,0.92,0.76,0.7570861322585462,0.945111111111111,0.6833333333333333,0.5,0.8133333333333334,0.6916666666666668,0.5185185185185185,0.8266666666666667,0.6583333333333334,0.45161290322580644,0.7733333333333333,0.9916666666666666,0.967741935483871,0.9866666666666667,0.6833333333333332,0.48484848484848486,0.7733333333333333,0.5866666666666667,0.5845443684153362,0.7416666666666666,0.9077777777777778,0.6153846153846154,0.8666666666666667,0.9738888888888888,0.8484848484848485,0.9333333333333333,0.8605555555555555,0.5714285714285714,0.8,0.9972222222222222,0.9285714285714286,0.9733333333333334,0.9777777777777779,0.8571428571428571,0.9466666666666667,0.76,0.7642024642024643,0.9434444444444445,0.9211111111111112,0.5517241379310345,0.8266666666666667,0.9588888888888889,0.75,0.8933333333333333,0.9077777777777778,0.5161290322580645,0.8,0.9988888888888888,0.9285714285714286,0.9733333333333334,0.95,0.8,0.92,0.7066666666666667,0.7092849197521055,0.9473333333333332,0.8772222222222222,0.5625,0.8133333333333334,0.9027777777777778,0.65,0.8133333333333334,0.7733333333333334,0.4444444444444444,0.8,0.9550000000000001,0.8888888888888888,0.96,0.8705555555555555,0.5833333333333334,0.8666666666666667,0.6266666666666667,0.6258333333333334,0.8757777777777779
0.8699999999999999,0.6060606060606061,0.8266666666666667,0.9633333333333333,0.7586206896551724,0.9066666666666666,0.8511111111111112,0.5185185185185185,0.8266666666666667,0.9988888888888888,0.9655172413793104,0.9866666666666667,0.9322222222222222,0.6875,0.8666666666666667,0.7066666666666667,0.7072434111227215,0.923111111111111,0.6833333333333333,0.5,0.8133333333333334,0.8416666666666667,0.7058823529411765,0.8666666666666667,0.675,0.4827586206896552,0.8,0.9166666666666667,0.8666666666666667,0.9466666666666667,0.7999999999999999,0.6896551724137931,0.88,0.6533333333333333,0.6489925625422583,0.7833333333333334,0.9116666666666666,0.7027027027027027,0.8533333333333334,0.9733333333333334,0.8125,0.92,0.8705555555555555,0.5714285714285714,0.88,1.0,0.9655172413793104,0.9866666666666667,0.9361111111111111,0.7741935483870968,0.9066666666666666,0.7733333333333333,0.7652684127795363,0.9383333333333332,0.8655555555555555,0.6470588235294118,0.84,0.9588888888888889,0.7333333333333333,0.8933333333333333,0.8633333333333333,0.5384615384615384,0.84,1.0,0.9655172413793104,0.9866666666666667,0.9066666666666666,0.6451612903225806,0.8533333333333334,0.7066666666666667,0.7059064454052348,0.9188888888888889,0.8733333333333333,0.5161290322580645,0.8,0.8866666666666667,0.631578947368421,0.8133333333333334,0.8283333333333334,0.46153846153846156,0.8133333333333334,0.9483333333333334,0.896551724137931,0.96,0.9027777777777777,0.5384615384615384,0.84,0.6133333333333333,0.6088519407528833,0.8878888888888887
